Row,y,PAamp,PBamp,PCamp,PDamp,PFamp,PAr10,PAr20,PAr30,PAr40,PAr50,PAr60,PAr70,PAr80,PAr90,PAr95,PAr100,PAf95,PAf90,PAf80,PAf40,PAf20,PBr10,PBr20,PBr30,PBr40,PBr50,PBr60,PBr70,PBr80,PBr90,PBr95,PBr100,PBf95,PBf90,PBf80,PBf40,PBf20,PCr10,PCr20,PCr30,PCr40,PCr50,PCr60,PCr70,PCr80,PCr90,PCr95,PCr100,PCf95,PCf90,PCf80,PCf40,PCf20,PDr10,PDr20,PDr30,PDr40,PDr50,PDr60,PDr70,PDr80,PDr90,PDr95,PDr100,PDf95,PDf90,PDf80,PDf40,PDf20,PFr10,PFr20,PFr30,PFr40,PFr50,PFr60,PFr70,PFr80,PFr90,PFr95,PFr100,PFf95,PFf90,PFf80,PFf40,PFf20
1039,-41.01,3.659E-07,2.793E-07,1.805E-07,3.382E-07,2.016E-07,-0.00000435,0,0.0000039,0.00000792,0.00001246,0.00001811,0.00002565,0.00003621,0.00005125,0.00006238,0.00008895,0.0001185,0.0001318,0.000155,0.000334,0.0005427,-0.00000858,-0.00000333,0.000002067,0.000008621,0.00001563,0.00002306,0.00003073,0.00004039,0.00005284,0.00006215,0.00009215,0.0001234,0.0001435,0.0001987,0.0004871,0.0007383,0.00004615,0.00005736,0.0000692,0.00008018,0.0000913,0.000103,0.0001186,0.0001371,0.0001635,0.0001821,0.0002465,0.000273,0.0003205,0.0003781,0.0006616,0.0009356,-0.00000283,0.000003461,0.00000871,0.00001372,0.00001911,0.00002536,0.00003262,0.00004182,0.00005608,0.00006681,0.00009615,0.0001487,0.0001787,0.0002256,0.0004997,0.000796,0.00002426,0.00003484,0.00004367,0.00005238,0.0000614,0.00007088,0.00008174,0.00009766,0.000118,0.0001348,0.0001785,0.0002335,0.0002661,0.0003227,0.0005848,0.0008544
1063,-24.077,3.621E-07,2.707E-07,2.477E-07,5.427E-07,3.199E-07,-0.00000705,0,0.000005791,0.00001134,0.00001699,0.00002311,0.00003017,0.00003976,0.00005463,0.00006646,0.0001176,0.0001577,0.0001838,0.0002349,0.0004665,0.0006867,-0.00000687,0.000001577,0.000009069,0.00001654,0.00002435,0.0000325,0.00004262,0.00005617,0.00007456,0.00009105,0.0001232,0.0002017,0.0002355,0.0002952,0.0005665,0.0008301,0.00001404,0.0000262,0.000039,0.00005027,0.00006282,0.0000784,0.00009294,0.000113,0.000144,0.0001647,0.0002112,0.0002625,0.0003191,0.0003755,0.0006675,0.0009558,-0.0000281,-0.0000232,-0.0000188,-0.0000145,-0.00000983,-0.00000428,0.000002789,0.00001237,0.00002713,0.00003941,0.00007289,0.0001277,0.0001587,0.0002151,0.0005022,0.0007818,-0.00002,-0.0000135,-0.00000787,-0.00000237,0.000003672,0.000011,0.00002048,0.00003186,0.0000506,0.00006558,0.0001008,0.0001809,0.0002144,0.0002813,0.0005749,0.0008533
1091,-41.01,3.741E-07,2.798E-07,1.769E-07,2.921E-07,0.00000019,-0.00000445,0,0.000004142,0.000008655,0.00001396,0.00002049,0.00002885,0.00003955,0.00005483,0.00006551,0.00009571,0.0001299,0.0001467,0.0001727,0.0003339,0.000531,-0.00000603,-0.000000782,0.000004673,0.00001069,0.00001725,0.00002421,0.00003172,0.00004067,0.00005283,0.00006184,0.00008531,0.0001212,0.0001413,0.0001811,0.0004595,0.0007198,0.0000466,0.00006036,0.00006981,0.0000803,0.00009122,0.0001018,0.0001161,0.0001346,0.0001547,0.000184,0.0002317,0.0002775,0.000325,0.0003876,0.0006446,0.000894,0.000003232,0.000009272,0.00001456,0.00001964,0.00002502,0.00003104,0.00003847,0.00004743,0.0000614,0.00007199,0.0001069,0.0001541,0.0001816,0.0002316,0.0005108,0.0007812,0.00002871,0.00003877,0.00004734,0.00005607,0.00006536,0.00007495,0.00008624,0.00009929,0.000122,0.000138,0.0001717,0.0002413,0.0002736,0.0003224,0.0005824,0.0008134
1128,-29.5,2.438E-07,0.000000183,1.415E-07,5.307E-07,2.275E-07,-0.00000611,0,0.000004886,0.000009433,0.00001395,0.0000187,0.00002406,0.00003072,0.00004004,0.00004737,0.00007253,0.0001201,0.000147,0.000191,0.0004165,0.0006066,-0.00000636,3.625E-08,0.000005608,0.00001105,0.00001683,0.00002347,0.00003148,0.00004175,0.00005708,0.0000696,0.0001157,0.0001653,0.0001985,0.0002525,0.0005005,0.000709,0.00003177,0.00004439,0.00005421,0.00006518,0.00007734,0.0000882,0.000106,0.0001226,0.0001475,0.0001685,0.0002269,0.0002808,0.0003129,0.0003686,0.0006338,0.0008596,-0.0000217,-0.0000178,-0.0000147,-0.0000117,-0.00000869,-0.00000534,-0.00000143,0.000003594,0.00001139,0.00001821,0.00004213,0.00007746,0.0000946,0.0001237,0.0003138,0.0005355,-0.0000028,0.000003841,0.000009789,0.00001547,0.00002163,0.00002874,0.00003791,0.00005083,0.00007086,0.00008727,0.0001213,0.0001817,0.0002106,0.0002665,0.0005106,0.0007297
1144,-39.4,3.293E-07,3.687E-07,2.529E-07,7.946E-07,3.109E-07,-0.00000476,0,0.000003645,0.000007063,0.00001059,0.00001455,0.00001948,0.00002697,0.0000455,0.00005741,0.00008073,0.0001048,0.0001159,0.000136,0.0003088,0.0005389,-0.0000173,-0.0000122,-0.00000711,-0.00000124,0.000005374,0.00001257,0.00002102,0.00003089,0.00004452,0.00005507,0.00008553,0.0001215,0.0001486,0.0002146,0.0004849,0.0007437,0.00003475,0.00004694,0.00005909,0.00007144,0.00008132,0.00009188,0.0001068,0.000124,0.0001491,0.0001753,0.0001991,0.0002859,0.0003238,0.0003763,0.0006707,0.0009743,-0.0000148,-0.00000938,-0.00000464,2.065E-08,0.000004965,0.0000106,0.00001749,0.00002665,0.00004094,0.00005209,0.00008313,0.0001333,0.0001588,0.0002057,0.0004651,0.0007341,0.0000129,0.00002275,0.00003209,0.00004113,0.00004989,0.00005944,0.00007137,0.00008706,0.0001071,0.0001222,0.0001687,0.0002245,0.0002583,0.0003161,0.0005914,0.0008633
1164,-21.034,2.263E-07,2.399E-07,2.461E-07,6.128E-07,3.402E-07,-0.00000735,0,0.000005904,0.00001173,0.00001793,0.00002454,0.000032,0.0000417,0.00005686,0.00007149,0.0000999,0.0001488,0.0001855,0.0002361,0.0004794,0.0007122,-0.00000782,7.614E-07,0.000007848,0.00001479,0.00002231,0.00003083,0.000041,0.0000538,0.00007051,0.00008593,0.0001287,0.0001881,0.0002315,0.0002873,0.0005644,0.0008251,0.0000143,0.00002719,0.00003839,0.00004857,0.00006077,0.00007469,0.00008812,0.0001076,0.0001405,0.0001612,0.0001951,0.0002811,0.0003146,0.0003778,0.0006739,0.0009877,-0.0000287,-0.0000244,-0.0000208,-0.0000174,-0.000014,-0.0000103,-0.00000601,-0.000000485,0.00000814,0.0000159,0.0000407,0.00007813,0.00009841,0.0001348,0.0003708,0.0006253,-0.0000235,-0.0000184,-0.000014,-0.00000995,-0.00000574,-0.00000116,0.000004307,0.00001147,0.000023,0.00003477,0.0000639,0.0001228,0.0001546,0.0002103,0.0004838,0.0007439
1172,-21.034,2.694E-07,2.758E-07,2.774E-07,6.528E-07,3.554E-07,-0.00000686,0,0.000006013,0.00001196,0.00001773,0.00002393,0.00003132,0.00004097,0.00005499,0.00006841,0.00009421,0.0001487,0.0001855,0.0002314,0.0004727,0.0007026,-0.00000671,0.000001263,0.000008217,0.0000151,0.00002228,0.00003039,0.00003978,0.0000516,0.00007038,0.0000847,0.0001246,0.0001929,0.0002254,0.0002891,0.0005677,0.0008387,0.00001529,0.00002829,0.00003994,0.00005243,0.00006354,0.00007571,0.00009074,0.0001102,0.0001384,0.0001639,0.0001982,0.0002715,0.0003169,0.0003835,0.0006833,0.0010115,-0.000028,-0.0000236,-0.00002,-0.0000165,-0.0000128,-0.00000875,-0.00000378,0.000002981,0.00001424,0.00002447,0.00005821,0.00009754,0.0001214,0.0001632,0.0004064,0.000675,-0.000021,-0.0000155,-0.0000108,-0.00000639,-0.00000179,0.000003394,0.000009729,0.00001841,0.00003406,0.00004744,0.00008461,0.0001459,0.0001769,0.0002371,0.0005162,0.000789
1186,-9.988,2.435E-07,2.126E-07,2.745E-07,5.152E-07,0.000000863,-0.00000772,0,0.000006227,0.00001242,0.0000189,0.00002635,0.00003581,0.00004669,0.00006422,0.00007551,0.0001165,0.0001678,0.0001929,0.0002413,0.0004655,0.0006598,-0.00000852,-0.00000105,0.000005768,0.00001277,0.00001992,0.0000276,0.00003684,0.00004971,0.00006827,0.00008259,0.0001173,0.0001786,0.0002088,0.0002607,0.000487,0.0006812,-0.0000118,0.000002977,0.00001305,0.00002056,0.00002752,0.00003636,0.00004936,0.00006504,0.0001007,0.0001123,0.0001621,0.0002076,0.0002298,0.000289,0.0005308,0.0007205,-0.0000208,-0.0000162,-0.0000126,-0.00000941,-0.00000633,-0.00000325,4.511E-09,0.000003694,0.000008403,0.00001176,0.00002053,0.00003152,0.0000375,0.00005167,0.00027,0.0004645,-0.0000333,-0.0000296,-0.0000266,-0.0000238,-0.0000212,-0.0000184,-0.0000153,-0.0000117,-0.0000069,-0.00000327,0.000006932,0.00002128,0.00003095,0.00005417,0.0001641,0.000351
1195,-12.502,0.000000165,1.882E-07,2.557E-07,6.147E-07,3.736E-07,-0.00000798,0,0.000007032,0.00001369,0.00002106,0.00002931,0.00003867,0.00004941,0.00006855,0.00008195,0.0001259,0.000171,0.0001963,0.000251,0.0004988,0.0007394,-0.00000633,0.000003369,0.00001274,0.00002073,0.00002989,0.00003997,0.00005187,0.00006517,0.00008844,0.0001044,0.0001619,0.0002203,0.0002672,0.0003302,0.0006595,0.0009581,-0.00000152,0.00001045,0.0000208,0.00003138,0.00004347,0.00005758,0.00007401,0.00009572,0.0001222,0.0001425,0.0001819,0.0002804,0.0003296,0.0004031,0.0007218,0.0010795,-0.0000231,-0.0000173,-0.0000122,-0.00000719,-0.00000192,0.000003896,0.00001091,0.00002052,0.00003503,0.00004644,0.00008033,0.000148,0.000181,0.0002554,0.0005853,0.0009053,-0.0000341,-0.0000298,-0.0000261,-0.0000226,-0.0000189,-0.0000147,-0.00000974,-0.00000294,0.000007637,0.00001641,0.00004673,0.00008793,0.000116,0.0001692,0.0004705,0.0007739
1195,-24.077,2.683E-07,1.626E-07,1.363E-07,3.287E-07,1.517E-07,-0.00000649,0,0.000005467,0.00001087,0.00001624,0.00002218,0.00002929,0.00003828,0.00005268,0.00006345,0.00008845,0.0001398,0.0001723,0.0002143,0.0004389,0.0006499,-0.00000716,8.046E-08,0.00000617,0.00001215,0.0000188,0.00002698,0.00003687,0.00004819,0.00006369,0.00007951,0.0001292,0.0001822,0.0002162,0.0002771,0.0005568,0.0007879,0.00002318,0.0000371,0.00004921,0.00005872,0.0000739,0.00008748,0.0001037,0.0001274,0.0001527,0.00019,0.000234,0.0002619,0.0003181,0.0003835,0.0006459,0.0008934,-0.000027,-0.0000224,-0.0000182,-0.0000138,-0.00000885,-0.00000319,0.000003887,0.00001363,0.00002847,0.00004022,0.00008365,0.0001309,0.0001611,0.0002136,0.0004956,0.000794,-0.0000101,-0.00000229,0.000004746,0.00001239,0.0000213,0.00003076,0.00004251,0.00005886,0.00007905,0.00009907,0.0001556,0.000206,0.0002419,0.0003072,0.0005947,0.0008705
1253,-36.116,3.864E-07,2.876E-07,2.389E-07,6.026E-07,2.492E-07,-0.00000454,0,0.000003827,0.000007526,0.00001134,0.00001551,0.0000204,0.00002673,0.00003623,0.00004393,0.00006481,0.00009094,0.000105,0.000137,0.0003503,0.0005567,-0.00000826,-0.00000342,9.611E-07,0.00000554,0.00001054,0.00001616,0.00002272,0.00003094,0.00004292,0.00005305,0.00008881,0.0001493,0.0001826,0.0002365,0.0005076,0.0007628,0.00003629,0.0000527,0.00006214,0.00007253,0.00008559,0.00009885,0.000115,0.0001285,0.0001616,0.0001811,0.0002288,0.00029,0.0003156,0.0003856,0.0006725,0.0009348,-0.0000141,-0.0000093,-0.00000498,-0.000000654,0.00000403,0.000009394,0.00001581,0.00002447,0.00003818,0.00004978,0.00008241,0.0001263,0.0001508,0.0001953,0.0004416,0.0007014,0.000014,0.00002333,0.00003189,0.00004042,0.00004894,0.00005912,0.00007217,0.00008629,0.0001065,0.0001262,0.0001584,0.0002229,0.0002559,0.0003133,0.0005742,0.0008329
1255,-21.034,2.608E-07,2.783E-07,2.967E-07,6.637E-07,0.000000414,-0.00000777,0,0.000006316,0.00001216,0.00001839,0.00002546,0.0000339,0.00004364,0.00005912,0.00007409,0.0001056,0.0001598,0.0001885,0.0002396,0.0004798,0.0007182,-0.00000821,7.662E-07,0.000008443,0.00001548,0.00002296,0.00003105,0.00004113,0.00005364,0.00007305,0.00008893,0.0001416,0.0001946,0.000227,0.0002923,0.0005637,0.000834,0.00001257,0.00002322,0.00003472,0.00004543,0.00005776,0.00006993,0.00008454,0.0001049,0.0001333,0.000152,0.0001952,0.0002754,0.0003046,0.0003773,0.0006699,0.0009814,-0.0000285,-0.000024,-0.0000202,-0.0000167,-0.0000132,-0.00000939,-0.00000488,8.981E-07,0.000009992,0.00001818,0.00004809,0.00008635,0.0001077,0.0001488,0.000391,0.0006552,-0.0000265,-0.0000213,-0.000017,-0.000013,-0.00000885,-0.00000432,0.000000978,0.000007975,0.0000197,0.00003126,0.00006809,0.0001222,0.0001545,0.0002118,0.0004875,0.000754
1308,-41.01,4.543E-07,3.725E-07,2.657E-07,4.941E-07,2.861E-07,-0.00000451,0,0.000004122,0.000008477,0.0000136,0.00002008,0.00002852,0.00003996,0.00005563,0.00006776,0.00009929,0.0001312,0.0001467,0.0001716,0.0003528,0.0005517,-0.00000732,-0.00000141,0.000004569,0.00001138,0.00001893,0.00002642,0.00003433,0.00004471,0.00005801,0.00006828,0.00009529,0.0001416,0.0001685,0.0002243,0.0005149,0.0007834,0.00004601,0.00005815,0.00006845,0.00007852,0.00008966,0.0001014,0.0001162,0.0001348,0.0001587,0.0001819,0.0002232,0.0002834,0.0003206,0.0003856,0.0006693,0.0009469,-0.00000133,0.000004547,0.000009608,0.00001461,0.00002002,0.00002618,0.00003358,0.00004335,0.00005812,0.00006961,0.0001056,0.0001538,0.000181,0.0002328,0.0005082,0.0007915,0.00002423,0.00003357,0.00004186,0.00005041,0.00005928,0.00006874,0.00007999,0.00009465,0.0001144,0.0001292,0.0001744,0.0002339,0.0002691,0.0003219,0.0005894,0.0008573
1331,-29.5,3.326E-07,2.841E-07,2.312E-07,8.541E-07,3.566E-07,-0.00000602,0,0.000004859,0.000009401,0.00001398,0.00001893,0.00002482,0.0000321,0.00004305,0.00005169,0.00008514,0.0001307,0.0001569,0.0002067,0.000436,0.0006526,-0.00000736,-0.000000717,0.000004983,0.00001042,0.00001596,0.00002202,0.0000294,0.0000389,0.0000526,0.00006766,0.0001147,0.0001634,0.0001927,0.000248,0.0004982,0.000746,0.00002886,0.00003935,0.00004933,0.00005931,0.00007146,0.00008419,0.0001012,0.0001159,0.0001379,0.0001545,0.0001955,0.0002729,0.0003124,0.0003654,0.0006454,0.0009372,-0.0000213,-0.0000173,-0.000014,-0.0000111,-0.00000821,-0.00000518,-0.00000183,0.000002175,0.000007727,0.00001213,0.00002674,0.00005665,0.00007605,0.0001054,0.0002803,0.0005191,-0.00000573,4.824E-07,0.000005625,0.00001062,0.00001577,0.00002141,0.00002825,0.00003799,0.00005586,0.00007066,0.0001275,0.0001725,0.0002004,0.0002523,0.0005072,0.000738
1333,-29.5,3.232E-07,2.796E-07,2.214E-07,8.403E-07,3.304E-07,-0.000006,0,0.000004842,0.000009299,0.00001366,0.00001827,0.00002372,0.00003076,0.00004052,0.00004835,0.0000854,0.0001233,0.0001512,0.0002022,0.0004296,0.0006396,-0.00000746,-0.000000884,0.000004545,0.000009685,0.00001506,0.00002108,0.00002806,0.00003735,0.00005101,0.00006355,0.0001078,0.0001583,0.0001864,0.00024,0.0004858,0.0007307,0.0000307,0.00004167,0.00005295,0.00006391,0.00007429,0.00008801,0.0001015,0.0001216,0.0001457,0.0001668,0.0002078,0.0002695,0.0003076,0.0003523,0.0006361,0.0009135,-0.0000199,-0.0000158,-0.0000126,-0.00000967,-0.00000676,-0.00000374,-0.000000412,0.000003559,0.000009039,0.00001332,0.000027,0.00005278,0.00006929,0.00009872,0.0002686,0.0004909,-0.00000284,0.000003672,0.000009023,0.00001414,0.00001935,0.00002518,0.00003242,0.00004303,0.00006417,0.00008282,0.000115,0.0001757,0.0002099,0.0002602,0.0005111,0.0007637
1334,-9.988,2.324E-07,0.000000169,2.049E-07,4.078E-07,7.238E-07,-0.00000743,0,0.000006477,0.00001264,0.00001921,0.00002646,0.00003413,0.00004535,0.00006211,0.00007693,0.0001049,0.0001745,0.000204,0.0002452,0.0004635,0.0006859,-0.00000842,0.000002248,0.00001008,0.00001661,0.00002361,0.00003252,0.00004332,0.00005809,0.00007648,0.00009254,0.0001353,0.0001903,0.0002192,0.0002663,0.0004975,0.000734,-0.00000627,0.000007476,0.00001608,0.00002436,0.0000336,0.00004334,0.00006015,0.00007898,0.00009556,0.0001461,0.0001601,0.0002139,0.0002259,0.0003032,0.0005551,0.0007593,-0.0000225,-0.0000175,-0.0000137,-0.0000103,-0.00000696,-0.00000349,3.225E-07,0.000004873,0.00001113,0.00001637,0.00003372,0.00007208,0.00009425,0.0001318,0.0003486,0.0005505,-0.0000325,-0.0000287,-0.0000256,-0.0000228,-0.0000201,-0.0000172,-0.0000141,-0.0000104,-0.00000548,-0.0000017,0.000009723,0.00002938,0.00004648,0.00007421,0.0002062,0.0004082
1352,-41.01,3.678E-07,2.974E-07,1.966E-07,4.118E-07,2.235E-07,-0.00000441,0,0.000003828,0.000007698,0.00001195,0.00001704,0.00002359,0.0000323,0.00004552,0.000057,0.000085,0.0001089,0.0001217,0.0001436,0.0003293,0.000532,-0.00000847,-0.00000338,0.000001867,0.000008037,0.00001505,0.00002247,0.00003036,0.00003932,0.00005177,0.00006195,0.0000874,0.0001256,0.0001515,0.0002183,0.0005032,0.0007776,0.00004451,0.00005579,0.0000674,0.00007981,0.00009139,0.0001016,0.0001171,0.0001333,0.0001662,0.0001823,0.0002298,0.0002862,0.0003264,0.0003771,0.000673,0.0009531,-0.00000401,0.000001783,0.000006864,0.00001183,0.00001708,0.00002302,0.0000302,0.00003923,0.0000528,0.00006335,0.000093,0.0001414,0.0001674,0.0002142,0.0004817,0.000764,0.00002218,0.00003254,0.000041,0.00004997,0.00005865,0.00006789,0.00007865,0.00009269,0.0001152,0.0001314,0.0001786,0.0002284,0.0002612,0.0003166,0.0005825,0.0008475
1386,-29.5,3.586E-07,3.201E-07,2.627E-07,0.000001001,3.696E-07,-0.00000569,0,0.000004708,0.000009079,0.00001342,0.00001807,0.00002331,0.00002982,0.00003979,0.00004916,0.00007586,0.0001276,0.0001514,0.0001998,0.0004219,0.0006385,-0.000007,-0.00000046,0.000004956,0.00001004,0.00001508,0.0000204,0.0000265,0.00003413,0.0000466,0.00005672,0.00009666,0.0001515,0.000183,0.0002389,0.0004956,0.0007434,0.00002888,0.0000405,0.00005084,0.00006124,0.00007217,0.00008428,0.00009979,0.0001192,0.0001446,0.0001679,0.0002022,0.0002755,0.0003007,0.0003584,0.0006605,0.0009538,-0.0000191,-0.0000146,-0.0000109,-0.00000756,-0.00000424,-0.000000816,0.000002889,0.000007172,0.00001279,0.00001692,0.00002786,0.00004359,0.00005259,0.00007132,0.0002227,0.000446,-0.0000021,0.000004627,0.00000992,0.00001477,0.00001963,0.0000249,0.00003117,0.00003987,0.00005768,0.00007781,0.000127,0.0001786,0.0002073,0.0002631,0.0005074,0.0007589
1389,-36.116,4.448E-07,3.299E-07,2.728E-07,6.291E-07,2.755E-07,-0.00000456,0,0.00000385,0.000007581,0.0000115,0.00001597,0.00002151,0.00002911,0.0000408,0.00004984,0.00007106,0.00009683,0.0001098,0.0001365,0.0003488,0.0005507,-0.00000883,-0.00000408,3.601E-07,0.000005148,0.00001061,0.0000171,0.00002467,0.00003347,0.00004498,0.00005352,0.00007666,0.0001182,0.0001648,0.0002264,0.0004896,0.0007538,0.00004046,0.00005519,0.00006477,0.0000751,0.00008803,0.000101,0.000116,0.0001369,0.000166,0.0001912,0.0002382,0.0002574,0.0003176,0.0003708,0.0006597,0.0009566,-0.0000119,-0.00000668,-0.00000213,0.000002354,0.000007163,0.00001273,0.0000195,0.00002827,0.00004177,0.00005294,0.00009186,0.0001364,0.0001617,0.0002088,0.0004629,0.0007415,0.00001529,0.00002654,0.00003534,0.00004386,0.0000527,0.00006291,0.00007498,0.00008847,0.0001096,0.0001258,0.0001654,0.0002246,0.0002629,0.0003128,0.000586,0.0008499
1415,-17.992,2.196E-07,2.727E-07,2.624E-07,4.649E-07,0.000000284,-0.00000781,0,0.000006337,0.00001259,0.00001938,0.00002679,0.00003555,0.00004618,0.00006182,0.00007446,0.0001183,0.0001661,0.0001951,0.0002443,0.0004906,0.0007273,-0.0000065,0.00000305,0.00001128,0.00001955,0.00002827,0.00003747,0.00004838,0.00006237,0.0000834,0.0001023,0.0001519,0.000219,0.000257,0.0003273,0.0006436,0.0009492,0.00001099,0.00002494,0.00003613,0.00004934,0.00006191,0.00007496,0.00009084,0.0001115,0.0001394,0.0001578,0.0002039,0.0002846,0.0003274,0.0003984,0.0007063,0.0010404,-0.0000282,-0.0000231,-0.0000187,-0.0000144,-0.00000967,-0.00000413,0.00000272,0.00001239,0.00002768,0.00004067,0.00007911,0.0001409,0.0001735,0.0002339,0.0005562,0.0008749,-0.0000265,-0.0000207,-0.0000157,-0.0000109,-0.00000597,-0.000000277,0.000006797,0.00001695,0.00003289,0.00004767,0.00008791,0.0001531,0.000189,0.0002574,0.0005679,0.0008808
1430,-17.992,2.042E-07,2.579E-07,2.536E-07,4.462E-07,2.851E-07,-0.00000785,0,0.000006678,0.00001325,0.0000201,0.00002765,0.00003677,0.00004795,0.00006474,0.00007721,0.0001112,0.0001637,0.0001951,0.0002431,0.0004883,0.000716,-0.00000626,0.000003421,0.00001169,0.00002035,0.00002911,0.00003853,0.00004951,0.00006389,0.0000841,0.00009932,0.0001608,0.0002269,0.0002605,0.0003301,0.0006346,0.0009304,0.0000091,0.00002311,0.00003581,0.00004944,0.00006072,0.00007499,0.00009007,0.0001076,0.0001377,0.0001598,0.0002184,0.0002784,0.0003163,0.000383,0.0006961,0.0009942,-0.0000276,-0.0000224,-0.000018,-0.0000136,-0.00000889,-0.00000338,0.00000334,0.00001261,0.00002768,0.00003994,0.00008001,0.0001306,0.0001631,0.0002214,0.0005364,0.0008463,-0.0000282,-0.0000225,-0.0000177,-0.0000131,-0.00000839,-0.00000295,0.000003842,0.00001312,0.0000284,0.00004082,0.00007841,0.0001398,0.0001789,0.0002433,0.0005525,0.0008635
1444,-41.01,3.995E-07,3.413E-07,2.301E-07,4.668E-07,2.523E-07,-0.00000433,0,0.000003892,0.000007931,0.0000125,0.00001814,0.00002531,0.00003427,0.00004793,0.00005811,0.00008206,0.0001131,0.0001258,0.0001487,0.0003221,0.0005269,-0.00000684,-0.00000104,0.000004646,0.00001054,0.00001695,0.00002399,0.0000318,0.00004135,0.0000545,0.00006412,0.00009486,0.0001398,0.0001722,0.000227,0.0004965,0.0007591,0.00004696,0.00005977,0.00007024,0.00008071,0.00009082,0.000103,0.000117,0.0001335,0.0001606,0.0001813,0.0002284,0.0002679,0.000316,0.000381,0.0006601,0.0009678,0.000001693,0.000007689,0.00001271,0.00001753,0.00002257,0.00002818,0.0000348,0.0000431,0.00005561,0.00006614,0.00009646,0.0001384,0.0001622,0.0002072,0.0004655,0.0007297,0.0000259,0.00003508,0.00004334,0.00005146,0.0000595,0.00006876,0.00007932,0.00009237,0.0001118,0.0001277,0.0001884,0.0002323,0.0002607,0.0003109,0.0005746,0.0008278
1455,-24.077,3.603E-07,2.823E-07,2.375E-07,6.695E-07,2.919E-07,-0.00000646,0,0.000005358,0.00001041,0.00001556,0.00002109,0.00002754,0.00003579,0.00004909,0.00006252,0.00008849,0.0001408,0.0001692,0.00022,0.0004538,0.0006838,-0.00000792,5.142E-08,0.000006979,0.00001358,0.00002032,0.00002835,0.00003783,0.00004972,0.00006766,0.00008159,0.0001268,0.0001874,0.000224,0.0002806,0.0005592,0.0008333,0.00001719,0.00003362,0.00004708,0.00005892,0.00007034,0.00008488,0.00009939,0.0001201,0.0001487,0.0001691,0.000222,0.0002877,0.0003227,0.0003873,0.0007046,0.0009974,-0.0000267,-0.0000224,-0.0000188,-0.0000151,-0.000011,-0.00000631,-0.000000267,0.000008027,0.00002177,0.00003351,0.00007249,0.0001198,0.0001448,0.0001895,0.000447,0.0007256,-0.0000123,-0.00000533,0.000001009,0.000007507,0.00001452,0.00002263,0.0000329,0.00004655,0.00006808,0.00008662,0.0001452,0.0001991,0.0002355,0.000295,0.0005867,0.0008915
1455,-39.4,2.414E-07,3.071E-07,2.392E-07,7.538E-07,3.009E-07,-0.00000618,0,0.000004668,0.000008549,0.00001207,0.00001552,0.00001916,0.00002338,0.00002909,0.00003367,0.00005144,0.00008677,0.0001044,0.0001476,0.000391,0.0006073,-0.0000131,-0.00000769,-0.00000277,0.000002302,0.000007984,0.00001476,0.00002252,0.00003333,0.00004959,0.00006151,0.000101,0.0001554,0.0001867,0.0002414,0.0004982,0.0007449,0.00002981,0.00004428,0.00005563,0.00006464,0.00007708,0.00008909,0.000105,0.0001211,0.0001517,0.0001766,0.0002218,0.000266,0.0003096,0.0003651,0.0006389,0.0009458,-0.0000171,-0.000012,-0.00000787,-0.00000377,6.637E-07,0.000005771,0.00001197,0.00002005,0.00003224,0.0000423,0.00007544,0.0001159,0.0001377,0.0001853,0.0004345,0.0007005,0.000007529,0.00001699,0.00002497,0.00003306,0.00004179,0.00005108,0.00006209,0.00007559,0.00009531,0.0001111,0.000161,0.0002089,0.0002464,0.0003019,0.0005617,0.0008276
1515,-3.969,2.129E-07,2.198E-07,2.962E-07,0.000000381,9.087E-07,-0.00000867,0,0.000008349,0.00001653,0.00002572,0.00003514,0.00004489,0.00005622,0.00007475,0.00008631,0.0001343,0.0001851,0.0002133,0.000251,0.0004895,0.0007076,-0.0000185,-0.0000138,-0.0000097,-0.00000557,-0.00000109,0.000004768,0.00003784,0.00005128,0.00006457,0.0000742,0.0001239,0.0001662,0.0001948,0.0002423,0.0004687,0.0006708,-0.0000169,-0.0000121,-0.00000779,-0.00000285,0.000003445,0.00001142,0.00003523,0.00005071,0.00006712,0.0000766,0.0001471,0.0001851,0.0002209,0.0002643,0.0005057,0.0007523,-0.0000187,-0.0000132,-0.00000884,-0.0000049,-0.00000108,0.0000028,0.000006953,0.00001163,0.00001752,0.00002164,0.00003198,0.00004285,0.0000486,0.00005951,0.0003282,0.0005431,-0.0000322,-0.000028,-0.0000248,-0.0000219,-0.000019,-0.0000162,-0.0000131,-0.00000974,-0.00000528,-0.00000206,0.000006385,0.00001823,0.00002484,0.00003638,0.0001043,0.0002692
